LON,LAT,NUMBER,STREET,STR_NAME,STR_TYPE,STR_DIR,address,UNIT,CITY,DISTRICT,REGION,POSTCODE,ID,HASH
-115.7550914,49.5214562,1824,10TH Street N,10TH,Street,N,1824 10TH Street N,,CRANBROOK,,,,,e985a1673261930c
-115.7564224,49.5217079,1012,CRANBROOK Street N,CRANBROOK,Street,N,1012 CRANBROOK Street N,,CRANBROOK,,,,,4c3d572940e38768
-115.7562453,49.5218542,1020,CRANBROOK Street N,CRANBROOK,Street,N,1020 CRANBROOK Street N,,CRANBROOK,,,,,390c6e9ae15736c9
-115.756081,49.5219898,1024,CRANBROOK Street N,CRANBROOK,Street,N,1024 CRANBROOK Street N,,CRANBROOK,,,,,a88f6b15b423f73a
-115.7560983,49.5214652,1009,KOOTENAY Street N,KOOTENAY,Street,N,1009 KOOTENAY Street N,,CRANBROOK,,,,,ff4b61aa0454f00c
-115.7559678,49.5215729,1009,KOOTENAY Street N,KOOTENAY,Street,N,1009 KOOTENAY Street N,,CRANBROOK,,,,,a45126dc3583d572
-115.7568273,49.5214348,1000,CRANBROOK Street N,CRANBROOK,Street,N,1000 CRANBROOK Street N,,CRANBROOK,,,,,ce9346dbd58f2a10
-115.7562949,49.5213028,1005,KOOTENAY Street N,KOOTENAY,Street,N,1005 KOOTENAY Street N,,CRANBROOK,,,,,d91f0b04934c94a6
-115.7573074,49.5212407,910,CRANBROOK Street N,CRANBROOK,Street,N,910 CRANBROOK Street N,,CRANBROOK,,,,,8df4ca75ecd62fe3
-115.7573089,49.5209869,910,CRANBROOK Street N,CRANBROOK,Street,N,910 CRANBROOK Street N,,CRANBROOK,,,,,bd425836e42bdb01
-115.7565136,49.5211227,1001,KOOTENAY Street N,KOOTENAY,Street,N,1001 KOOTENAY Street N,,CRANBROOK,,,,,370d90854e750cc1
-115.7566796,49.5209869,917,KOOTENAY Street N,KOOTENAY,Street,N,917 KOOTENAY Street N,,CRANBROOK,,,,,6a1eab837edef87c
-115.7568361,49.5208581,915,KOOTENAY Street N,KOOTENAY,Street,N,915 KOOTENAY Street N,,CRANBROOK,,,,,443e6aa36268961e
-115.7577613,49.5200938,821,KOOTENAY Street N,KOOTENAY,Street,N,821 KOOTENAY Street N,,CRANBROOK,,,,,37d5095df6a3c879
-115.7576309,49.5202015,823,KOOTENAY Street N,KOOTENAY,Street,N,823 KOOTENAY Street N,,CRANBROOK,,,,,a7c929ad78c40c62
-115.7575006,49.5203091,901,KOOTENAY Street N,KOOTENAY,Street,N,901 KOOTENAY Street N,,CRANBROOK,,,,,1135ccafd2ceab10
-115.7573703,49.5204168,903,KOOTENAY Street N,KOOTENAY,Street,N,903 KOOTENAY Street N,,CRANBROOK,,,,,c35d54f522dce493
-115.7581416,49.520379,820,CRANBROOK Street N,CRANBROOK,Street,N,820 CRANBROOK Street N,,CRANBROOK,,,,,2004deae85d18794
-115.757784,49.5206364,822,CRANBROOK Street N,CRANBROOK,Street,N,822 CRANBROOK Street N,,CRANBROOK,,,,,1be1bb560158cf32
-115.7578619,49.5202762,820,CRANBROOK Street N,CRANBROOK,Street,N,820 CRANBROOK Street N,,CRANBROOK,,,,,438ed53d1d316115
-115.75724,49.5205243,907,KOOTENAY Street N,KOOTENAY,Street,N,907 KOOTENAY Street N,,CRANBROOK,,,,,2f3c9abbbe461091
-115.7571098,49.520632,911,KOOTENAY Street N,KOOTENAY,Street,N,911 KOOTENAY Street N,,CRANBROOK,,,,,958558d913ca5237
-115.7574057,49.5176527,600,17TH Ave N,17TH,Ave,N,600 17TH Ave N,,CRANBROOK,,,,,2b2b5575164aede4
-115.7574043,49.5177896,604,17TH Ave N,17TH,Ave,N,604 17TH Ave N,,CRANBROOK,,,,,f62a474376360516
-115.7574029,49.5179266,608,17TH Ave N,17TH,Ave,N,608 17TH Ave N,,CRANBROOK,,,,,c94445c23e870875
-115.7543911,49.5182818,1940,6TH Street N,6TH,Street,N,1940 6TH Street N,,CRANBROOK,,,,,ca9e212c4b3b1145
-115.7545946,49.5190966,1911,8TH Street N,8TH,Street,N,1911 8TH Street N,,CRANBROOK,,,,,9ac58bf19847471c
-115.7574015,49.5180636,612,17TH Ave N,17TH,Ave,N,612 17TH Ave N,,CRANBROOK,,,,,133cb821e07d0582
-115.7574003,49.5181924,616,17TH Ave N,17TH,Ave,N,616 17TH Ave N,,CRANBROOK,,,,,17acb682e9e16956
-115.7573988,49.5183482,620,17TH Ave N,17TH,Ave,N,620 17TH Ave N,,CRANBROOK,,,,,850d8ca55f1fc2dc
-115.7573969,49.5185258,700,17TH Ave N,17TH,Ave,N,700 17TH Ave N,,CRANBROOK,,,,,903441291e9c82b1
-115.7573953,49.5186903,708,17TH Ave N,17TH,Ave,N,708 17TH Ave N,,CRANBROOK,,,,,ed561e050674fcea
-115.7573936,49.5188548,712,17TH Ave N,17TH,Ave,N,712 17TH Ave N,,CRANBROOK,,,,,666d81fbc5bb106d
-115.7573921,49.5190056,720,17TH Ave N,17TH,Ave,N,720 17TH Ave N,,CRANBROOK,,,,,797aa53a7a4d7bfc
-115.7573907,49.5191426,720,17TH Ave N,17TH,Ave,N,720 17TH Ave N,,CRANBROOK,,,,,02f35f845201efab
-115.7568012,49.5176644,601,18TH Ave N,18TH,Ave,N,601 18TH Ave N,,CRANBROOK,,,,,b31af0eb35706c63
-115.7567997,49.5178149,605,18TH Ave N,18TH,Ave,N,605 18TH Ave N,,CRANBROOK,,,,,b074dcc5075b399c
-115.7567982,49.5179793,609,18TH Ave N,18TH,Ave,N,609 18TH Ave N,,CRANBROOK,,,,,d8a92db2037e7d55
-115.7567968,49.5181301,611,18TH Ave N,18TH,Ave,N,611 18TH Ave N,,CRANBROOK,,,,,1468050412d20de6
-115.7567946,49.518363,617,18TH Ave N,18TH,Ave,N,617 18TH Ave N,,CRANBROOK,,,,,d669f6b1e8057939
-115.756793,49.5185274,701,18TH Ave N,18TH,Ave,N,701 18TH Ave N,,CRANBROOK,,,,,4827952358b93172
-115.7567915,49.5186918,705,18TH Ave N,18TH,Ave,N,705 18TH Ave N,,CRANBROOK,,,,,15480ab595e26e9e
-115.7567901,49.5188426,709,18TH Ave N,18TH,Ave,N,709 18TH Ave N,,CRANBROOK,,,,,663d4e9fccd9c36a
-115.7567887,49.5189796,713,18TH Ave N,18TH,Ave,N,713 18TH Ave N,,CRANBROOK,,,,,17e387dbc347752e
-115.7567875,49.5191215,717,18TH Ave N,18TH,Ave,N,717 18TH Ave N,,CRANBROOK,,,,,2fc973a8dc6a5141
-115.7567958,49.5182397,611,18TH Ave N,18TH,Ave,N,611 18TH Ave N,,CRANBROOK,,,,,23b4fedf70f6fa59
-115.7539692,49.5190951,741,20TH Ave N,20TH,Ave,N,741 20TH Ave N,,CRANBROOK,,,,,29040bbf62742b79
-115.7558455,49.5176666,606,18TH Ave N,18TH,Ave,N,606 18TH Ave N,,CRANBROOK,,,,,8e8f019d06a11fdc
-115.755811,49.5186269,614,18TH Ave N,18TH,Ave,N,614 18TH Ave N,,CRANBROOK,,,,,bc5f62f0c55c1e61
-115.755175,49.518472,614,18TH Ave N,18TH,Ave,N,614 18TH Ave N,,CRANBROOK,,,,,0320211d125ac2e3
-115.7604604,49.5181864,600,CRANBROOK Street N,CRANBROOK,Street,N,600 CRANBROOK Street N,,CRANBROOK,,,,,9a66107a67216d60
-115.7595956,49.5189147,702,CRANBROOK Street N,CRANBROOK,Street,N,702 CRANBROOK Street N,,CRANBROOK,,,,,61367a6ba65ac294
-115.7589447,49.5191908,711,KOOTENAY Street N,KOOTENAY,Street,N,711 KOOTENAY Street N,,CRANBROOK,,,,,f01f2b38307a4ca9
-115.7593482,49.5193939,714,CRANBROOK Street N,CRANBROOK,Street,N,714A CRANBROOK Street N,,CRANBROOK,,,,,4265032a5fac61d3
-115.7587413,49.5196192,800,CRANBROOK Street N,CRANBROOK,Street,N,800 CRANBROOK Street N,,CRANBROOK,,,,,f6253de5795d74c7
-115.7598086,49.5177285,1508,6TH Street N,6TH,Street,N,1508 6TH Street N,,CRANBROOK,,,,,dd67af1e44dd8d9a
-115.7594662,49.5177574,1510,6TH Street N,6TH,Street,N,1510 6TH Street N,,CRANBROOK,,,,,f9ef4721410d27d3
-115.7586751,49.5177539,1610,6TH Street N,6TH,Street,N,1610 6TH Street N,,CRANBROOK,,,,,b75e0b00782bedb5
-115.7584646,49.517753,1610,6TH Street N,6TH,Street,N,1610 6TH Street N,,CRANBROOK,,,,,22074b53371bcce7
-115.7582541,49.5177522,1620,6TH Street N,6TH,Street,N,1620 6TH Street N,,CRANBROOK,,,,,5aa05d96551aeb90
-115.758044,49.5177514,1620,6TH Street N,6TH,Street,N,1620 6TH Street N,,CRANBROOK,,,,,80275607b5326bc3
-115.7590475,49.518398,620,KOOTENAY Street N,KOOTENAY,Street,N,620 KOOTENAY Street N,,CRANBROOK,,,,,a8926f00331fa6b2
-115.7581951,49.5189261,720,KOOTENAY Street N,KOOTENAY,Street,N,720 KOOTENAY Street N,,CRANBROOK,,,,,83617baead658893
-115.7579882,49.519128,719,17TH Ave N,17TH,Ave,N,719 17TH Ave N,,CRANBROOK,,,,,a2193883e88facc8
-115.7584087,49.5198941,810,CRANBROOK Street N,CRANBROOK,Street,N,810 CRANBROOK Street N,,CRANBROOK,,,,,5f3a065d9889fef0
-115.7563347,49.5167457,500,18TH Ave N,18TH,Ave,N,500 18TH Ave N,,CRANBROOK,,,,,be50783bae981674
-115.7572523,49.5170003,510,17TH Ave N,17TH,Ave,N,510 17TH Ave N,,CRANBROOK,,,,,fe6251a782426c14
-115.7575593,49.5172404,1701,6TH Street N,6TH,Street,N,1701 6TH Street N,,CRANBROOK,,,,,4c75d1eee1fb5131
-115.7573488,49.5172397,1705,6TH Street N,6TH,Street,N,1705 6TH Street N,,CRANBROOK,,,,,8aacfe1c34aed2b6
-115.7571382,49.5172389,1709,6TH Street N,6TH,Street,N,1709 6TH Street N,,CRANBROOK,,,,,124ed379e0ece49c
-115.7569278,49.5172381,1713,6TH Street N,6TH,Street,N,1713 6TH Street N,,CRANBROOK,,,,,38a69c2be46d8399
-115.7566821,49.5172368,517,18TH Ave N,18TH,Ave,N,517 18TH Ave N,,CRANBROOK,,,,,af98bbf22eb90614
-115.755768,49.5165685,1800,4TH Street N,4TH,Street,N,1800 4TH Street N,,CRANBROOK,,,,,2bf8e5a15aa2c319
-115.7556114,49.5165137,1800,4TH Street N,4TH,Street,N,1800 4TH Street N,,CRANBROOK,,,,,24e89bdd7d44e8bc
-115.7546766,49.5166267,505,VICTORIA Ave,VICTORIA,Ave, ,505 VICTORIA Ave  ,,CRANBROOK,,,,,72f353e55aae582e
-115.7569386,49.5159383,1712,4TH Street E,4TH,Street,E,1712 4TH Street E,,CRANBROOK,,,,,6aad95149d9ff3bc
-115.7546718,49.5171739,306,VICTORIA Ave,VICTORIA,Ave, ,306 VICTORIA Ave  ,,CRANBROOK,,,,,3a9a02e0bbd69e3d
-115.7546817,49.5160334,505,VICTORIA Ave N,VICTORIA,Ave,N,505 VICTORIA Ave N,,CRANBROOK,,,,,d52e12f498280b8b
-115.7575701,49.5159405,1700,4TH Street N,4TH,Street,N,1700 4TH Street N,,CRANBROOK,,,,,563ceebc105375f6
-115.7573597,49.5159397,1704,4TH Street N,4TH,Street,N,1704 4TH Street N,,CRANBROOK,,,,,d79c476b1f84e538
-115.7571492,49.515939,1708,4TH Street N,4TH,Street,N,1708 4TH Street N,,CRANBROOK,,,,,ef1a6ea456a32836
-115.757022,49.5161689,500,17TH Ave N,17TH,Ave,N,500 17TH Ave N,6,CRANBROOK,,,,,1b3f18a71eb96243
-115.757505,49.5162006,500,17TH Ave N,17TH,Ave,N,500 17TH Ave N,5,CRANBROOK,,,,,e9ed549e4e705d25
-115.7570207,49.5163005,500,17TH Ave N,17TH,Ave,N,500 17TH Ave N,7,CRANBROOK,,,,,87a9b56446298913
-115.7575035,49.5163759,500,17TH Ave N,17TH,Ave,N,500 17TH Ave N,4,CRANBROOK,,,,,237713e2622e59b8
-115.7570194,49.516432,500,17TH Ave N,17TH,Ave,N,500 17TH Ave N,8,CRANBROOK,,,,,faff17f934512421
-115.7563254,49.5161515,1716,4TH Street N,4TH,Street,N,1716 4TH Street N,,CRANBROOK,,,,,c7067ce5c19cc767
-115.7575034,49.5165745,500,17TH Ave N,17TH,Ave,N,500 17TH Ave N,3,CRANBROOK,,,,,8437d27b62d1a15b
-115.7570182,49.5165635,500,17TH Ave N,17TH,Ave,N,500 17TH Ave N,9,CRANBROOK,,,,,810526f2f2e642ac
-115.7570172,49.5166923,500,17TH Ave N,17TH,Ave,N,500 17TH Ave N,10,CRANBROOK,,,,,44f2193da13332b9
-115.7575,49.5167058,500,17TH Ave N,17TH,Ave,N,500 17TH Ave N,2,CRANBROOK,,,,,c5aebe24574d2c5f
-115.7574996,49.5168581,500,17TH Ave N,17TH,Ave,N,500 17TH Ave N,1,CRANBROOK,,,,,d60245d5cb81564d
-115.757016,49.5168401,500,17TH Ave N,17TH,Ave,N,500 17TH Ave N,11,CRANBROOK,,,,,f94653dc82348e58
-115.7600751,49.5163432,1503,5TH Street N,5TH,Street,N,1503 5TH Street N,,CRANBROOK,,,,,02eebc4db47d4c90
-115.7598649,49.5163424,1505,5TH Street N,5TH,Street,N,1505 5TH Street N,,CRANBROOK,,,,,ede436d77ff7eacf
-115.7596546,49.5163417,1507,5TH Street N,5TH,Street,N,1507 5TH Street N,,CRANBROOK,,,,,515cbdee488a9e56
-115.7594444,49.516341,415,16TH Ave N,16TH,Ave,N,415 16TH Ave N,,CRANBROOK,,,,,453cddf5dcb0d5b8
-115.7611392,49.5159581,1412,4TH Street N,4TH,Street,N,1412 4TH Street N,,CRANBROOK,,,,,17a41c61fbf541c0
-115.7608234,49.5159569,1418,4TH Street N,4TH,Street,N,1418 4TH Street N,,CRANBROOK,,,,,f467aee3c4610763
-115.7605813,49.515956,1420,4TH Street N,4TH,Street,N,1420 4TH Street N,,CRANBROOK,,,,,25c54508692ebd8b
-115.7602548,49.5159546,1502,4TH Street N,4TH,Street,N,1502 4TH Street N,,CRANBROOK,,,,,407dd46a4391fb5b
-115.7580875,49.5159462,1616,4TH Street N,4TH,Street,N,1616 4TH Street N,,CRANBROOK,,,,,62249ff2c006c7f9
-115.7588053,49.5162397,412,16TH Ave N,16TH,Ave,N,412 16TH Ave N,,CRANBROOK,,,,,96565452e8b1264a
-115.7588042,49.5163769,416,16TH Ave N,16TH,Ave,N,416 16TH Ave N,,CRANBROOK,,,,,e968a3f73ef4e682
-115.7582059,49.5163745,417,17TH Ave N,17TH,Ave,N,417 17TH Ave N,,CRANBROOK,,,,,1cf999078200758d
-115.758803,49.516514,418,16TH Ave N,16TH,Ave,N,418 16TH Ave N,,CRANBROOK,,,,,8825550fabcdf0da
-115.7582047,49.5165116,421,17TH Ave N,17TH,Ave,N,421 17TH Ave N,,CRANBROOK,,,,,35449756c4616187
-115.7588017,49.5166511,500,16TH Ave N,16TH,Ave,N,500 16TH Ave N,,CRANBROOK,,,,,0fd9f42e7d34983f
-115.7582035,49.5166487,501,17TH Ave N,17TH,Ave,N,501 17TH Ave N,,CRANBROOK,,,,,c118825cdd250768
-115.7588004,49.5168019,504,16TH Ave N,16TH,Ave,N,504 16TH Ave N,,CRANBROOK,,,,,68ee83d6900789d2
-115.7582021,49.5167996,505,17TH Ave N,17TH,Ave,N,505 17TH Ave N,,CRANBROOK,,,,,30aeab6ed2ad4d91
-115.7587991,49.5169527,508,16TH Ave N,16TH,Ave,N,508 16TH Ave N,,CRANBROOK,,,,,87703f9f9b3c05ff
-115.762024,49.5166043,415,KOOTENAY Street N,KOOTENAY,Street,N,415 KOOTENAY Street N,,CRANBROOK,,,,,f05970f912be46cf
-115.7614397,49.5169865,505,KOOTENAY Street N,KOOTENAY,Street,N,505 KOOTENAY Street N,,CRANBROOK,,,,,fb167d90c67dad04
-115.7612774,49.517464,524,CRANBROOK Street N,CRANBROOK,Street,N,524 CRANBROOK Street N,,CRANBROOK,,,,,ca8a6f47d906d59e
-115.7619599,49.5169387,502,CRANBROOK Street N,CRANBROOK,Street,N,502 CRANBROOK Street N,,CRANBROOK,,,,,436b063ea5f5d826
-115.7617621,49.5172565,508,CRANBROOK Street N,CRANBROOK,Street,N,508 CRANBROOK Street N,,CRANBROOK,,,,,fd85769b4addf602
-115.7606455,49.5171341,1418,5TH Street N,5TH,Street,N,1418 5TH Street N,,CRANBROOK,,,,,047d8cb0a1cf7678
-115.76018,49.5171716,520,KOOTENAY Street N,KOOTENAY,Street,N,520 KOOTENAY Street N,,CRANBROOK,,,,,3e20a08af734d1ef
-115.762987,49.5145096,214,13TH Ave N,13TH,Ave,N,214 13TH Ave N,,CRANBROOK,,,,,61e681941a8206bb
-115.7623885,49.5144844,209,14TH Ave N,14TH,Ave,N,209 14TH Ave N,,CRANBROOK,,,,,176db54ef6292440
-115.7629859,49.5145776,214,13TH Ave N,13TH,Ave,N,214 13TH Ave N,,CRANBROOK,,,,,81061fe7ac87156c
-115.7623876,49.5145749,213,14TH Ave N,14TH,Ave,N,213 14TH Ave N,,CRANBROOK,,,,,eb55b77dbb960246
-115.7639405,49.5150222,301,KOOTENAY Street N,KOOTENAY,Street,N,301 KOOTENAY Street N,,CRANBROOK,,,,,8f3ab741dce9ae24
-115.7638793,49.515073,301,KOOTENAY Street N,KOOTENAY,Street,N,301 KOOTENAY Street N,,CRANBROOK,,,,,f77bb8c32952709a
-115.7637817,49.5151538,305,KOOTENAY Street N,KOOTENAY,Street,N,305 KOOTENAY Street N,,CRANBROOK,,,,,cb94009cf33b2e13
-115.7571485,49.504338,409,18TH Ave S,18TH,Ave,S,409 18TH Ave S,,CRANBROOK,,,,,61988303127ac6a9
-115.7575809,49.5043338,408,17TH Ave S,17TH,Ave,S,408 17TH Ave S,,CRANBROOK,,,,,0e2adaa533ecefa6
-115.7587929,49.498123,1060,16TH Ave S,16TH,Ave,S,1060 16TH Ave S,,CRANBROOK,,,,,257463e2c79de5ad
-115.7593631,49.4981729,1061,16TH Ave S,16TH,Ave,S,1061 16TH Ave S,,CRANBROOK,,,,,0752ce0f620209e8
-115.7583272,49.4991301,1009,17TH Ave S,17TH,Ave,S,1009 17TH Ave S,,CRANBROOK,,,,,10a33682452a5568
-115.7576553,49.49917,1008,17TH Ave S,17TH,Ave,S,1008 17TH Ave S,,CRANBROOK,,,,,7d3c3af58f1c6e86
-115.75646,49.49871,1024,18TH Ave S,18TH,Ave,S,1024 18TH Ave S,,CRANBROOK,,,,,a37663b85f3a475f
-115.7560394,49.4987136,1025,19TH Ave S,19TH,Ave,S,1025 19TH Ave S,,CRANBROOK,,,,,104bca72680fdb1c
-115.7571331,49.4987222,1021,18TH Ave S,18TH,Ave,S,1021 18TH Ave S,,CRANBROOK,,,,,26f0aa11aa9661d9
-115.7619177,49.4970215,1316,12A Street S,12A,Street,S,1316 12A Street S,,CRANBROOK,,,,,0e773ab3215ac853
-115.7624869,49.4928952,1517,13TH Ave S,13TH,Ave,S,1517 13TH Ave S,,CRANBROOK,,,,,d2a59be4805968dc
-115.7612845,49.4929276,1313,16TH Street S,16TH,Street,S,1313 16TH Street S,,CRANBROOK,,,,,6791798fd16e243c
-115.7615757,49.4929105,1309,16TH Street S,16TH,Street,S,1309 16TH Street S,,CRANBROOK,,,,,a035b0640dd640c0
-115.7580759,49.4981706,1037,17TH Ave S,17TH,Ave,S,1037 17TH Ave S,,CRANBROOK,,,,,c1bc0925f0b0d67b
-115.7578263,49.4981764,1036,17TH Ave S,17TH,Ave,S,1036 17TH Ave S,,CRANBROOK,,,,,057e9e02e1b2ae6c
-115.7606465,49.5153901,1419,4TH Street N,4TH,Street,N,1419 4TH Street N,,CRANBROOK,,,,,b3fbae00bb8de05b
-115.7616323,49.5152609,226,14TH Ave N,14TH,Ave,N,226 14TH Ave N,,CRANBROOK,,,,,c091dbc5cb457cb9
-115.7582037,49.514437,213,17TH Ave N,17TH,Ave,N,213 17TH Ave N,,CRANBROOK,,,,,ece3611948bacb2c
-115.758765,49.5145734,216,16TH Ave N,16TH,Ave,N,216 16TH Ave N,,CRANBROOK,,,,,0b20eab51bf1e8f6
-115.7582027,49.5145713,213,17TH Ave N,17TH,Ave,N,213 17TH Ave N,,CRANBROOK,,,,,5f3b0344e50cac61
-115.7587639,49.5147104,220,16TH Ave N,16TH,Ave,N,220 16TH Ave N,,CRANBROOK,,,,,98e56d525d65bb36
-115.7582016,49.5147083,221,17TH Ave N,17TH,Ave,N,221 17TH Ave N,,CRANBROOK,,,,,198fc0c055e1822b
-115.7587627,49.5148474,224,16TH Ave N,16TH,Ave,N,224 16TH Ave N,,CRANBROOK,,,,,42cf58593e948dbb
-115.7582006,49.5148453,301,17TH Ave N,17TH,Ave,N,301 17TH Ave N,,CRANBROOK,,,,,23e718b88abd2b7d
-115.7587616,49.5149844,300,16TH Ave N,16TH,Ave,N,300 16TH Ave N,,CRANBROOK,,,,,91a566794023216c
-115.7581995,49.5149823,301,17TH Ave N,17TH,Ave,N,301 17TH Ave N,,CRANBROOK,,,,,8926531babb71b51
-115.7587604,49.5151214,304,16TH Ave N,16TH,Ave,N,304 16TH Ave N,,CRANBROOK,,,,,b3390829178ac877
-115.7581984,49.5151193,305,17TH Ave N,17TH,Ave,N,305 17TH Ave N,,CRANBROOK,,,,,04ca3faed0e987be
-115.7587593,49.5152584,312,16TH Ave N,16TH,Ave,N,312 16TH Ave N,,CRANBROOK,,,,,ca7a51575f6ec387
-115.7581974,49.5152563,309,17TH Ave N,17TH,Ave,N,309 17TH Ave N,,CRANBROOK,,,,,73cf83c1a42a84e6
-115.7586392,49.5154519,1605,4TH ST N,4TH,ST,N,1605 4TH St N,,CRANBROOK,,,,,599198c7e410953a
-115.7549699,49.5144155,1900,2ND Street N,2ND,Street,N,1900 2ND Street N,,CRANBROOK,,,,,6b2efa64657f7a58
-115.7558682,49.5152624,1805,4TH Street N,4TH,Street,N,1805 4TH Street N,,CRANBROOK,,,,,8879e3cc8adb7016
-115.755319,49.5152181,1825,4TH Street N,4TH,Street,N,1825 4TH Street N,,CRANBROOK,,,,,147e3d7f4f85c554
-115.7544178,49.5152698,1901,4TH Street N,4TH,Street,N,1901 4TH Street N,,CRANBROOK,,,,,6b4dbd7ae9e62678
-115.7568241,49.5155246,317,18TH Ave N,18TH,Ave,N,317 18TH Ave N,,CRANBROOK,,,,,024cc2357c13949b
-115.7576321,49.5145873,212,17TH Ave N,17TH,Ave,N,212 17TH Ave N,,CRANBROOK,,,,,e0795aed4bfb736d
-115.7574589,49.5148327,216,17TH Ave N,17TH,Ave,N,216 17TH Ave N,,CRANBROOK,,,,,0271475f8f314a2a
-115.7623656,49.5155713,235,14TH Ave N,14TH,Ave,N,235 14TH Ave N,,CRANBROOK,,,,,01cf8610a506cfe8
-115.7629826,49.5149167,218,13TH Ave N,13TH,Ave,N,218 13TH Ave N,,CRANBROOK,,,,,2d9221e658bc93b0
-115.7632886,49.5155619,323,KOOTENAY Street N,KOOTENAY,Street,N,323 KOOTENAY Street N,,CRANBROOK,,,,,73e36b45800dd187
-115.7632236,49.5156157,323,KOOTENAY Street N,KOOTENAY,Street,N,323 KOOTENAY Street N,,CRANBROOK,,,,,574369ed6afa0468
-115.7631585,49.5156695,323,KOOTENAY Street N,KOOTENAY,Street,N,323 KOOTENAY Street N,,CRANBROOK,,,,,5ec740e7be5b06d2
-115.7630921,49.5157245,327,KOOTENAY Street N,KOOTENAY,Street,N,327 KOOTENAY Street N,,CRANBROOK,,,,,afd44efabc4f711a
-115.7637665,49.5157649,320,CRANBROOK Street N,CRANBROOK,Street,N,320 CRANBROOK Street N,,CRANBROOK,,,,,966d66f69796efbd
-115.7623923,49.514032,205,14TH Ave N,14TH,Ave,N,205 14TH Ave N,,CRANBROOK,,,,,0df15b3a12d954b8
-115.7623914,49.5141223,205,14TH Ave N,14TH,Ave,N,205 14TH Ave N,,CRANBROOK,,,,,3f0e4ae39212d98c
-115.7629027,49.5141335,1312,2ND Street N,2ND,Street,N,1312 2ND Street N,,CRANBROOK,,,,,03f3bf383bd11dbc
-115.762391,49.5142128,205,14TH Ave N,14TH,Ave,N,205 14TH Ave N,,CRANBROOK,,,,,7b0501ef45cf360f
-115.7623901,49.5143034,205,14TH Ave N,14TH,Ave,N,205 14TH Ave N,,CRANBROOK,,,,,6a9b70b568b67f9f
-115.7623892,49.5143939,209,14TH Ave N,14TH,Ave,N,209 14TH Ave N,,CRANBROOK,,,,,07c4eda9cee674c4
-115.7601225,49.5173343,1501,6TH Street N,6TH,Street,N,1501 6TH Street N,,CRANBROOK,,,,,bd0c6ea619113bc6
-115.7588418,49.5172555,1603,6TH Street N,6TH,Street,N,1603 6TH Street N,,CRANBROOK,,,,,db7192c2eece4349
-115.7587038,49.5172533,1607,6TH Street N,6TH,Street,N,1607 6TH Street N,,CRANBROOK,,,,,89f4c5e54fc583ad
-115.7584684,49.5172415,1613,6TH Street N,6TH,Street,N,1613 6TH Street N,2,CRANBROOK,,,,,04fe99d88fccadcf
-115.7583385,49.5172424,1613,6TH Street N,6TH,Street,N,1613 6TH Street N,1,CRANBROOK,,,,,516b8154ce23fb04
-115.7582428,49.5172413,1615,6TH Street N,6TH,Street,N,1615 6TH Street N,,CRANBROOK,,,,,54cd90dd15e66cdd
-115.7580764,49.5172407,1617,6TH Street N,6TH,Street,N,1617 6TH Street N,,CRANBROOK,,,,,9ca25dfb50dbc9ed
-115.7610824,49.5163467,1415,5TH Street N,5TH,Street,N,1415 5TH Street N,,CRANBROOK,,,,,273c9c9fc6632d90
-115.7607882,49.5163456,1417,5TH Street N,5TH,Street,N,1417 5TH Street N,,CRANBROOK,,,,,dba44cbccfec2513
-115.7605147,49.5163447,1423,5TH Street N,5TH,Street,N,1423 5TH Street N,,CRANBROOK,,,,,a7541b26a9a70f1a
-115.7610834,49.516766,1412,5TH Street N,5TH,Street,N,1412 5TH Street N,,CRANBROOK,,,,,83e350febabf1743
-115.7606288,49.5168604,1418,5TH Street N,5TH,Street,N,1418 5TH Street N,,CRANBROOK,,,,,ae73c9277b5d454d
-115.7604816,49.5168599,1420,5TH Street N,5TH,Street,N,1420 5TH Street N,,CRANBROOK,,,,,778b642e08b93d9c
-115.7603274,49.5168594,1502,5TH Street N,5TH,Street,N,1502 5TH Street N,,CRANBROOK,,,,,1caf894956520c0f
-115.7601663,49.5168588,1502,5TH Street N,5TH,Street,N,1502 5TH Street N,,CRANBROOK,,,,,6282ebd18d42ebda
-115.7600052,49.5168583,1504,5TH Street N,5TH,Street,N,1504 5TH Street N,,CRANBROOK,,,,,de1f5906caa4e6d8
-115.7598506,49.5168578,1508,5TH Street N,5TH,Street,N,1508 5TH Street N,,CRANBROOK,,,,,67f74c08675816f2
-115.7597029,49.5168573,1508,5TH Street N,5TH,Street,N,1508 5TH Street N,,CRANBROOK,,,,,81cc6b9d584dc529
-115.7595556,49.5168568,1512,5TH Street N,5TH,Street,N,1512 5TH Street N,,CRANBROOK,,,,,267524b2bb49ae36
-115.7594083,49.5168563,1512,5TH Street N,5TH,Street,N,1512 5TH Street N,,CRANBROOK,,,,,e26feca4c16080c3
-115.7608403,49.5168488,1416,5TH Street N,5TH,Street,N,1416 5TH Street N,,CRANBROOK,,,,,b905b86074bbf725
-115.7589596,49.5159497,1600,4TH Street N,4TH,Street,N,1600 4TH Street N,,CRANBROOK,,,,,3ac379c69fff5547
-115.7587489,49.5159488,1604,4TH Street N,4TH,Street,N,1604 4TH Street N,,CRANBROOK,,,,,62175b5088a22c2c
-115.7585383,49.515948,1608,4TH Street N,4TH,Street,N,1608 4TH Street N,,CRANBROOK,,,,,e37e3cfc4b63693a
