LON,LAT,NUMBER,STREET,STR_NAME,STR_TYPE,STR_DIR,address,UNIT,CITY,DISTRICT,REGION,POSTCODE,ID,HASH
-115.7948854,49.5059207,600,FINK Street W,FINK,Street,W,600 FINK Street W,,CRANBROOK,,,,,bdf1e86eb8ecbe73
-115.7931198,49.512507,900,LAURIER Street W,LAURIER,Street,W,900 LAURIER Street W,,CRANBROOK,,,,,c3183c9332b10ad9
-115.769894,49.5181229,304,BLAIR Ave NW,BLAIR,Ave,NW,304 BLAIR Ave NW,,CRANBROOK,,,,,cac4c4d75df1483a
-115.7790334,49.5693698,6020,PARNABY Road,PARNABY,Road, ,6020 PARNABY Road  ,,CRANBROOK,,,,,fc345901288250db
-115.7599137,49.5386348,180,THE WHINS,THE WHINS, , ,180 THE WHINS  ,,CRANBROOK,,,,,55a4d696aa65899c
-115.7531471,49.5349692,2099,THEATRE Road,THEATRE,Road, ,2099 THEATRE Road  ,,CRANBROOK,,,,,4d68a9b3454055d7
-115.7653431,49.5316257,1525,INDUSTRIAL ROAD  2,INDUSTRIAL ROAD  2, , ,1525 INDUSTRIAL ROAD 2  ,,CRANBROOK,,,,,a674b671ec54e2e9
-115.7681871,49.5348592,140,GRANDVIEW Place,GRANDVIEW,Place, ,140 GRANDVIEW Place  ,,CRANBROOK,,,,,10b791d58056f0ef
-115.7647337,49.5360689,328,MISSION Place,MISSION,Place, ,328 MISSION Place  ,,CRANBROOK,,,,,3cf0d8efd832b8ca
-115.7598539,49.5382329,181,THE WHINS,THE WHINS, , ,181 THE WHINS  ,,CRANBROOK,,,,,c4d5a793f7069ba9
-115.8051341,49.5770663,104,PLATEAU PLACE,PLATEAU PLACE, , ,104 PLATEAU PLACE  ,,CRANBROOK,,,,,ca76d616f5b1d1d1
-115.7422872,49.5331252,2280,CRANBROOK Street N,CRANBROOK,Street,N,2280 CRANBROOK Street N,,CRANBROOK,,,,,d68440c08538a6d8
-115.7420996,49.5318884,2128,KOKANEE Court N,KOKANEE,Court,N,2128 KOKANEE Court N,,CRANBROOK,,,,,371116141adf70df
-115.7310596,49.5246068,1510,MT ROYAL RIDGE,MT ROYAL RIDGE, , ,1510 MT ROYAL RIDGE  ,,CRANBROOK,,,,,a8d436ad34f7d634
-115.74345,49.5320339,2124,CRANBROOK Street N,CRANBROOK,Street,N,2124 CRANBROOK Street N,,CRANBROOK,,,,,bd38c811b7788dc6
-115.7325247,49.5253159,1520,ABEL Ave,ABEL,Ave, ,1520 ABEL Ave  ,,CRANBROOK,,,,,6cc5228877da2a19
-115.7462294,49.5233737,1200,KOKANEE Drive N,KOKANEE,Drive,N,1200 KOKANEE Drive N,,CRANBROOK,,,,,37b5f71f8e0a14f7
-115.7471914,49.5239263,1401,WILLOWBROOK Drive N,WILLOWBROOK,Drive,N,1401 WILLOWBROOK Drive N,9,CRANBROOK,,,,,88933053e5bfddc8
-115.7346422,49.5271265,3341,MT FISHER Drive,MT FISHER,Drive, ,3341 MT FISHER Drive  ,,CRANBROOK,,,,,b0345a5c703124c1
-115.7341076,49.5265154,3334,MT FISHER Drive,MT FISHER,Drive, ,3334 MT FISHER Drive  ,,CRANBROOK,,,,,464a8975177a3ece
-115.7387819,49.5261021,1601,MT PROCTOR Place N,MT PROCTOR,Place,N,1601 MT PROCTOR Place N,,CRANBROOK,,,,,edc1d4d5d39420bb
-115.7348841,49.5275745,3308,MT ROYAL Drive N,MT ROYAL,Drive,N,3308 MT ROYAL Drive N,,CRANBROOK,,,,,5d86ababef311141
-115.7503835,49.5264369,1532,CRANBROOK Street N,CRANBROOK,Street,N,1532 CRANBROOK Street N,,CRANBROOK,,,,,fa2a569116d89c74
-115.73724,49.5256808,3029,MT FISHER Drive,MT FISHER,Drive, ,3029 MT FISHER Drive  ,,CRANBROOK,,,,,b87d300fee1cf806
-115.7341644,49.5302285,1844,MT CONNELL Cres N,MT CONNELL,Cres,N,1844 MT CONNELL Cres N,,CRANBROOK,,,,,8aeaedbb842d5ede
-115.7426429,49.5291254,1813,KOKANEE Cres N,KOKANEE,Cres,N,1813 KOKANEE Cres N,,CRANBROOK,,,,,d981e93877fd8c86
-115.7437272,49.5299393,2025,KOKANEE Drive N,KOKANEE,Drive,N,2025 KOKANEE Drive N,38,CRANBROOK,,,,,2e463aa3f9117638
-115.7893803,49.503645,1412,COBHAM Ave W,COBHAM,Ave,W,1412 COBHAM Ave W,,CRANBROOK,,,,,812a5a888adbee52
-115.7689621,49.5168117,221,CRESTBROOK Ave NW,CRESTBROOK,Ave,NW,221 CRESTBROOK Ave NW,,CRANBROOK,,,,,baaf185faeb344bb
-115.7739334,49.5145857,32,PINEWOOD Ave,PINEWOOD,Ave, ,32 PINEWOOD Ave  ,,CRANBROOK,,,,,1fc3f4034cb398a8
-115.7506415,49.5432451,3034,THEATRE Road,THEATRE,Road, ,3034 THEATRE Road  ,,CRANBROOK,,,,,8ed76a79f0562678
-115.7676632,49.5184208,412,BRIAR Ave NW,BRIAR,Ave,NW,412 BRIAR Ave NW,,CRANBROOK,,,,,f88f96dbd6710606
-115.7692228,49.5205191,509,HURRY Ave NW,HURRY,Ave,NW,509 HURRY Ave NW,,CRANBROOK,,,,,52a07f26caaefa2f
-115.7787751,49.5739838,121,CORRAL BOULEVARD,CORRAL BOULEVARD, , ,121 CORRAL BOULEVARD  ,,CRANBROOK,,,,,4c41a58975af4c87
-115.7668541,49.5280788,553,INDUSTRIAL ROAD D,INDUSTRIAL ROAD D, , ,553 INDUSTRIAL ROAD D  ,,CRANBROOK,,,,,e4e10180b493f43c
-115.7863672,49.575899,333,CORRAL CLOSE,CORRAL CLOSE, , ,333 CORRAL CLOSE  ,,CRANBROOK,,,,,9539b12cbbbdc2a8
-115.7654797,49.5360427,344,MISSION Place,MISSION,Place, ,344 MISSION Place  ,,CRANBROOK,,,,,f9d4eb3aa3b4a7b8
-115.7624387,49.5384227,155,THE WHINS,THE WHINS, , ,155 THE WHINS  ,,CRANBROOK,,,,,2fb9f58c698df251
-115.7943269,49.5791849,240,SHADOW MOUNTAIN BOULEVARD,SHADOW MOUNTAIN BOULEVARD, , ,240 SHADOW MOUNTAIN BOULEVARD  ,,CRANBROOK,,,,,f0fb5e7126bf4544
-115.7975572,49.5788665,132,PURCELL PLACE,PURCELL PLACE, , ,132 PURCELL PLACE  ,,CRANBROOK,,,,,d472e53f0d61b0b5
-115.7423291,49.5318949,2131,KOKANEE Court N,KOKANEE,Court,N,2131 KOKANEE Court N,,CRANBROOK,,,,,7b7dc40fd5e399cd
-115.7347305,49.5240056,1554,MT FISHER Cres,MT FISHER,Cres, ,1554 MT FISHER Cres  ,,CRANBROOK,,,,,7bec4dbabfc37e83
-115.7328037,49.5241961,1504,ABEL Ave,ABEL,Ave, ,1504 ABEL Ave  ,,CRANBROOK,,,,,34ef91d98ce00eef
-115.7411089,49.5340275,2370,CRANBROOK Street N,CRANBROOK,Street,N,2370 CRANBROOK Street N,,CRANBROOK,,,,,432dd50cdd67400d
-115.7402673,49.5253987,1401,30TH Ave N,30TH,Ave,N,1401 30TH Ave N,8,CRANBROOK,,,,,f4535874f89d2811
-115.7404908,49.5254324,1401,30TH Ave N,30TH,Ave,N,1401 30TH Ave N,10,CRANBROOK,,,,,1d6fcd2787ad849e
-115.7300039,49.5256262,1523,MT ROYAL RIDGE,MT ROYAL RIDGE, , ,1523 MT ROYAL RIDGE  ,,CRANBROOK,,,,,ddcc4bd0fa026aec
-115.7321961,49.5278071,1800,MT NELSON Cres N,MT NELSON,Cres,N,1800 MT NELSON Cres N,,CRANBROOK,,,,,e1c5e2101a1944cf
-115.744499,49.5276214,1813,KELOWNA Cres N,KELOWNA,Cres,N,1813 KELOWNA Cres N,A,CRANBROOK,,,,,81659736e2e1dccc
-115.7466993,49.5262304,1401,WILLOWBROOK Drive N,WILLOWBROOK,Drive,N,1401 WILLOWBROOK Drive N,60,CRANBROOK,,,,,3506518978dfc701
-115.7455383,49.5259372,1401,WILLOWBROOK Drive N,WILLOWBROOK,Drive,N,1401 WILLOWBROOK Drive N,67,CRANBROOK,,,,,99d1232d7ab12d78
-115.7416233,49.5276645,1906,KELOWNA Cres N,KELOWNA,Cres,N,1906 KELOWNA Cres N,,CRANBROOK,,,,,1c3be37e3ed63fe8
-115.7389649,49.5256766,3001,MT FISHER Drive N,MT FISHER,Drive,N,3001 MT FISHER Drive N,,CRANBROOK,,,,,cc7e7938e46a2308
-115.7443007,49.5287473,2025,KOKANEE Drive N,KOKANEE,Drive,N,2025 KOKANEE Drive N,5,CRANBROOK,,,,,39f2c1317dc09439
-115.7422164,49.5294855,1812,KOKANEE Cres N,KOKANEE,Cres,N,1812 KOKANEE Cres N,,CRANBROOK,,,,,e14907a7440ddfb8
-115.74812,49.5282792,1714,CRANBROOK Street N,CRANBROOK,Street,N,1714 CRANBROOK Street N,,CRANBROOK,,,,,f99f992e7ba1738a
-115.7688108,49.5159837,125,SLATER Road NW,SLATER,Road,NW,125 SLATER Road NW,,CRANBROOK,,,,,3f35c4ac1ae7e33c
-115.7902621,49.5084108,601,LAURIER Street W,LAURIER,Street,W,601 LAURIER Street W,,CRANBROOK,,,,,38cac0b77d33c778
-115.768228,49.5258454,1101,INDUSTRIAL ROAD 3,INDUSTRIAL ROAD 3, , ,1101 INDUSTRIAL ROAD 3  ,,CRANBROOK,,,,,49d7a021ed7ea09c
-115.7685521,49.5223318,604,INDUSTRIAL ROAD 3,INDUSTRIAL ROAD 3, , ,604 INDUSTRIAL ROAD 3  ,,CRANBROOK,,,,,478c7f323d78e6b6
-115.7676033,49.5324077,521,, , , ,521  ,,CRANBROOK,,,,,ff63d49cc6208085
-115.7664951,49.5306598,1425,INDUSTRIAL ROAD  2,INDUSTRIAL ROAD  2, , ,1425 INDUSTRIAL ROAD 2  ,,CRANBROOK,,,,,822bea5e9b191ec4
-115.7470895,49.5364815,2530,22ND Street S,22ND,Street,S,2530 22ND Street S,,CRANBROOK,,,,,f79f93cf516fc419
-115.7347062,49.532988,2250,33RD Ave N,33RD,Ave,N,2250 33RD Ave N,,CRANBROOK,,,,,d753415eb2ba1ca6
-115.7799259,49.509449,420,COBHAM Ave W,COBHAM,Ave,W,420 COBHAM Ave W,,CRANBROOK,,,,,c35e44e21794a9c7
-115.7354857,49.5323973,2221,33RD Ave N,33RD,Ave,N,2221 33RD Ave N,,CRANBROOK,,,,,04f8b9ebfc715899
-115.7354894,49.5335515,2321,33RD Ave N,33RD,Ave,N,2321 33RD Ave N,,CRANBROOK,,,,,19288bd8590a5c59
-115.7319987,49.525054,1511,MT ROYAL RIDGE,MT ROYAL RIDGE, , ,1511 MT ROYAL RIDGE  ,,CRANBROOK,,,,,f911d1b80c8394ed
-115.7406879,49.530991,2102,KOKANEE Court N,KOKANEE,Court,N,2102 KOKANEE Court N,,CRANBROOK,,,,,7df420b2ec10b2d4
-115.7365603,49.524529,3052,MT FISHER Place,MT FISHER,Place, ,3052 MT FISHER Place  ,,CRANBROOK,,,,,52d61fefb1ec4b94
-115.744989,49.5217861,2504,KOOTENAY Place,KOOTENAY,Place, ,2504 KOOTENAY Place  ,B,CRANBROOK,,,,,aefddc6ed8387f49
-115.7364293,49.5271651,1624,MT PYRAMID Cres N,MT PYRAMID,Cres,N,1624 MT PYRAMID Cres N,,CRANBROOK,,,,,10e4eb3f5f30ce45
-115.7334219,49.5342208,2330,34TH Ave N,34TH,Ave,N,2330 34TH Ave N,,CRANBROOK,,,,,479283a30b5f7b03
-115.7405095,49.5300271,1975,KOKANEE Cres N,KOKANEE,Cres,N,1975 KOKANEE Cres N,,CRANBROOK,,,,,8e1266690a8f89e7
-115.7333631,49.5315711,2120,34TH Ave N,34TH,Ave,N,2120 34TH Ave N,,CRANBROOK,,,,,6d835e0019338f26
-115.7354887,49.5314257,2141,33RD Ave N,33RD,Ave,N,2141 33RD Ave N,,CRANBROOK,,,,,41e499ca43626b3c
-115.7440402,49.531155,2032,CRANBROOK Street N,CRANBROOK,Street,N,2032 CRANBROOK Street N,,CRANBROOK,,,,,649181d9ae930fdd
-115.7492969,49.5291034,1733,CRANBROOK Street N,CRANBROOK,Street,N,1733 CRANBROOK Street N,,CRANBROOK,,,,,6fb78f2b5854b7c9
-115.7518459,49.5267032,1517,CRANBROOK Street N,CRANBROOK,Street,N,1517 CRANBROOK Street N,,CRANBROOK,,,,,584b54daaf1b2aba
-115.7420535,49.5254376,1401,30TH Ave N,30TH,Ave,N,1401 30TH Ave N,25,CRANBROOK,,,,,cd8632d2d445ed7d
-115.7462946,49.524458,1401,WILLOWBROOK Drive N,WILLOWBROOK,Drive,N,1401 WILLOWBROOK Drive N,18,CRANBROOK,,,,,be43e601308c629e
-115.7317986,49.5287927,1820,MT NELSON Cres N,MT NELSON,Cres,N,1820 MT NELSON Cres N,,CRANBROOK,,,,,0383db63c1372f5a
-115.7344428,49.5285728,1809,MT SINCLAIR Ave N,MT SINCLAIR,Ave,N,1809 MT SINCLAIR Ave N,,CRANBROOK,,,,,e720ed42acf94741
-115.7347425,49.5302365,1836,MT CONNELL Cres N,MT CONNELL,Cres,N,1836 MT CONNELL Cres N,,CRANBROOK,,,,,85513ea6e326d7e7
-115.7530848,49.5259576,1417,CRANBROOK Street N,CRANBROOK,Street,N,1417 CRANBROOK Street N,,CRANBROOK,,,,,05719b0a67cbb610
-115.7389828,49.5275232,3001,MT ROYAL Drive N,MT ROYAL,Drive,N,3001 MT ROYAL Drive N,,CRANBROOK,,,,,6107516f895c7485
-115.7373888,49.5266971,1613,MT PYRAMID Cres,MT PYRAMID,Cres, ,1613 MT PYRAMID Cres  ,,CRANBROOK,,,,,caf65b7ed4cb79f9
-115.733174,49.5284077,1709,MT NELSON Cres N,MT NELSON,Cres,N,1709 MT NELSON Cres N,,CRANBROOK,,,,,e2bc72c81cb5bbd4
-115.7470788,49.5256251,1401,WILLOWBROOK Drive N,WILLOWBROOK,Drive,N,1401 WILLOWBROOK Drive N,82,CRANBROOK,,,,,b6ef5ab10a7223e2
-115.7455533,49.5258041,1401,WILLOWBROOK Drive N,WILLOWBROOK,Drive,N,1401 WILLOWBROOK Drive N,68,CRANBROOK,,,,,8ee7542311c4fd38
-115.7456195,49.5262607,1401,WILLOWBROOK Drive N,WILLOWBROOK,Drive,N,1401 WILLOWBROOK Drive N,65,CRANBROOK,,,,,a09e7173fb1c04c8
-115.7395542,49.527144,2999,EAGLE RIDGE Cres N,EAGLE RIDGE,Cres,N,2999 EAGLE RIDGE Cres N,B,CRANBROOK,,,,,13980394bf0c256e
-115.7444221,49.528649,2025,KOKANEE Drive N,KOKANEE,Drive,N,2025 KOKANEE Drive N,7,CRANBROOK,,,,,5cf75ccf0d2f3575
-115.7441141,49.5294672,2025,KOKANEE Drive N,KOKANEE,Drive,N,2025 KOKANEE Drive N,30,CRANBROOK,,,,,ceba5a094bb3ed57
-115.7790835,49.5099455,400,COBHAM Ave W,COBHAM,Ave,W,400 COBHAM Ave W,,CRANBROOK,,,,,f9a46a0bd243392f
-115.7732474,49.5149943,8,PINEWOOD Ave,PINEWOOD,Ave, ,8 PINEWOOD Ave  ,,CRANBROOK,,,,,da6762dba3c1b67a
-115.7691533,49.517187,226,BRIAR Ave NW,BRIAR,Ave,NW,226 BRIAR Ave NW,,CRANBROOK,,,,,4a089fc0630b8cc0
-115.7953775,49.5059537,350,CROSS Road S,CROSS,Road,S,350 CROSS Road S,,CRANBROOK,,,,,9d9ea3489365f2a0
-115.7980265,49.5783492,120,PURCELL PLACE,PURCELL PLACE, , ,120 PURCELL PLACE  ,,CRANBROOK,,,,,b971e460a83e9232
-115.7995863,49.5806598,113,RIVER DRIVE,RIVER DRIVE, , ,113 RIVER DRIVE  ,,CRANBROOK,,,,,b2e46de1dc41c3c8
-115.7685419,49.5183052,401,BRIAR Ave NW,BRIAR,Ave,NW,401 BRIAR Ave NW,,CRANBROOK,,,,,101562046b3ccaf1
-115.7663812,49.5181436,421,SLATER Road NW,SLATER,Road,NW,421 SLATER Road NW,,CRANBROOK,,,,,3115878383eeeefe
-115.7640705,49.5185633,532,SLATER Road NW,SLATER,Road,NW,532 SLATER Road NW,,CRANBROOK,,,,,2690b624fbc9a54d
-115.7629785,49.5304617,1424,INDUSTRIAL ROAD  2,INDUSTRIAL ROAD  2, , ,1424 INDUSTRIAL ROAD 2  ,,CRANBROOK,,,,,d7742d87e8aab586
-115.7535735,49.5284989,1600,THEATRE Road,THEATRE,Road, ,1600 THEATRE Road  ,,CRANBROOK,,,,,81407126381194fc
-115.7347058,49.5319338,2150,33RD Ave N,33RD,Ave,N,2150 33RD Ave N,,CRANBROOK,,,,,67b32588fa5e9817
-115.7356704,49.5238144,1545,MT FISHER Cres,MT FISHER,Cres, ,1545 MT FISHER Cres  ,,CRANBROOK,,,,,011acb84c0c2253f
-115.7567685,49.539816,100,THE WHINS,THE WHINS, , ,100 THE WHINS  ,,CRANBROOK,,,,,e8839e90457c142d
-115.7624697,49.5388677,149,THE WHINS,THE WHINS, , ,149 THE WHINS  ,,CRANBROOK,,,,,4a7e06de35015779
-115.7347637,49.5282521,1801,MT SINCLAIR Ave N,MT SINCLAIR,Ave,N,1801 MT SINCLAIR Ave N,,CRANBROOK,,,,,81549fba0bc462dd
-115.733154,49.5276764,1716,MT NELSON Cres N,MT NELSON,Cres,N,1716 MT NELSON Cres N,,CRANBROOK,,,,,2340606ad1d81567
-115.747783,49.5261715,1401,WILLOWBROOK Drive N,WILLOWBROOK,Drive,N,1401 WILLOWBROOK Drive N,56,CRANBROOK,,,,,c8d8183863562dad
-115.7396339,49.5291807,1938,KOKANEE Cres N,KOKANEE,Cres,N,1938 KOKANEE Cres N,,CRANBROOK,,,,,9e7aa478e5721cbe
-115.7660481,49.519579,526,BRIAR Ave NW,BRIAR,Ave,NW,526 BRIAR Ave NW,,CRANBROOK,,,,,01167bf4055e49e6
-115.7685556,49.521062,529,HURRY Ave NW,HURRY,Ave,NW,529 HURRY Ave NW,,CRANBROOK,,,,,f246dc944d9bf853
-115.7732588,49.520091,825,4TH Street NW,4TH,Street,NW,825 4TH Street NW,,CRANBROOK,,,,,f6afba6a2a6e61d2
-115.7621811,49.5204719,716,INDUSTRIAL ROAD 1,INDUSTRIAL ROAD 1, , ,716 INDUSTRIAL ROAD 1  ,,CRANBROOK,,,,,beabd78e8d3c2b79
-115.7719701,49.5194116,717,4TH Street NW,4TH,Street,NW,717 4TH Street NW,,CRANBROOK,,,,,75f7809c656ef800
-115.7354889,49.5320094,2201,33RD Ave N,33RD,Ave,N,2201 33RD Ave N,,CRANBROOK,,,,,10eb03829e7558b0
-115.7333642,49.533011,2250,34TH Ave N,34TH,Ave,N,2250 34TH Ave N,,CRANBROOK,,,,,a605237d0bd4185e
-115.7513516,49.5274089,1601,CRANBROOK Street N,CRANBROOK,Street,N,1601 CRANBROOK Street N,,CRANBROOK,,,,,3226c710e778b5b6
-115.742454,49.5346261,2373,CRANBROOK Street N,CRANBROOK,Street,N,2373 CRANBROOK Street N,,CRANBROOK,,,,,29ae07db05c32046
-115.7373585,49.5240097,3061,MT FISHER Place,MT FISHER,Place, ,3061 MT FISHER Place  ,,CRANBROOK,,,,,95da3a90cc292624
-115.7452688,49.5242703,1401,WILLOWBROOK Drive N,WILLOWBROOK,Drive,N,1401 WILLOWBROOK Drive N,22,CRANBROOK,,,,,6b0dd3df5eaedc6e
-115.7695401,49.5238604,807,INDUSTRIAL ROAD 3,INDUSTRIAL ROAD 3, , ,807 INDUSTRIAL ROAD 3  ,,CRANBROOK,,,,,cf0301a418ddfeeb
-115.7661802,49.5273279,1201,INDUSTRIAL ROAD 3,INDUSTRIAL ROAD 3, , ,1201 INDUSTRIAL ROAD 3  ,,CRANBROOK,,,,,6e456c50a8f08fe5
-115.787943,49.5753821,345,CORRAL BOULEVARD,CORRAL BOULEVARD, , ,345 CORRAL BOULEVARD  ,,CRANBROOK,,,,,0b15ea381714745e
-115.7640155,49.5361029,316,MISSION Place,MISSION,Place, ,316 MISSION Place  ,,CRANBROOK,,,,,359221483c10e8c0
-115.7413347,49.5279028,1910,KELOWNA Cres N,KELOWNA,Cres,N,1910 KELOWNA Cres N,D,CRANBROOK,,,,,858309bfe552d104
-115.7821338,49.5125969,601,BORDEN Road,BORDEN,Road, ,601 BORDEN Road  ,,CRANBROOK,,,,,cf42011b666998d3
-115.7888381,49.5040092,1400,COBHAM Ave W,COBHAM,Ave,W,1400 COBHAM Ave W,,CRANBROOK,,,,,95c16cdb31694dd3
-115.7679502,49.5281249,548,INDUSTRIAL ROAD D,INDUSTRIAL ROAD D, , ,548 INDUSTRIAL ROAD D  ,,CRANBROOK,,,,,3a5e5ae8cbf8c310
-115.7876418,49.5757711,341,CORRAL CLOSE,CORRAL CLOSE, , ,341 CORRAL CLOSE  ,,CRANBROOK,,,,,04f3562152209ec5
-115.7534986,49.5290391,1600,THEATRE Road,THEATRE,Road, ,1600 THEATRE Road  ,,CRANBROOK,,,,,a59fcae55a00eaea
-115.7635565,49.5363783,323,MISSION Cres,MISSION,Cres, ,323 MISSION Cres  ,,CRANBROOK,,,,,6ce16227d8e3ce0f
-115.7631606,49.5355529,261,MISSION Cres,MISSION,Cres, ,261 MISSION Cres  ,,CRANBROOK,,,,,cade11f87d5fbe80
-115.7742725,49.5135883,55,COBHAM Ave W,COBHAM,Ave,W,55 COBHAM Ave W,,CRANBROOK,,,,,2f4b2464fbe464d5
-115.7854432,49.5747148,232,CORRAL BOULEVARD,CORRAL BOULEVARD, , ,232 CORRAL BOULEVARD  ,,CRANBROOK,,,,,e6bd1e61ea6a624d
-115.7702714,49.5181917,600,3RD Street NW,3RD,Street,NW,600 3RD Street NW,,CRANBROOK,,,,,6002bdc262d51b73
-115.7697779,49.5227244,601,INDUSTRIAL ROAD 3,INDUSTRIAL ROAD 3, , ,601 INDUSTRIAL ROAD 3  ,,CRANBROOK,,,,,41a3c96f2d891f2d
-115.7634558,49.534639,324,INDUSTRIAL ROAD G,INDUSTRIAL ROAD G, , ,324 INDUSTRIAL ROAD G  ,,CRANBROOK,,,,,3fe47cb602dbcbf7
-115.7514234,49.5339604,2000,MCPHEE Road,MCPHEE,Road, ,2000 MCPHEE Road  ,,CRANBROOK,,,,,eaa345512d945a6c
-115.7492667,49.5186095,711,23A Ave N,23A,Ave,N,711 23A Ave N,,CRANBROOK,,,,,71489d012e460d21
-115.7482674,49.5186021,709,24TH Ave N,24TH,Ave,N,709 24TH Ave N,,CRANBROOK,,,,,72705777854ab45a
-115.7513868,49.5186611,715,22ND Ave N,22ND,Ave,N,715 22ND Ave N,,CRANBROOK,,,,,354aff9b716bf2f5
-115.7496711,49.5186105,712,23RD Ave N,23RD,Ave,N,712 23RD Ave N,,CRANBROOK,,,,,347eaad0f8f621f4
-115.7507447,49.5186408,712,22ND Ave N,22ND,Ave,N,712 22ND Ave N,,CRANBROOK,,,,,b6deca71702e52d0
-115.7503131,49.5186405,713,23RD Ave N,23RD,Ave,N,713 23RD Ave N,,CRANBROOK,,,,,04760c9f76203f3d
-115.7525867,49.5187054,717,21ST Ave N,21ST,Ave,N,717 21ST Ave N,27,CRANBROOK,,,,,151ac8742f87fd01
-115.7762697,49.5116038,226,COBHAM Ave W,COBHAM,Ave,W,226 COBHAM Ave W,,CRANBROOK,,,,,316bf8aa33109a72
-115.7696483,49.5183318,314,BLAIR Ave NW,BLAIR,Ave,NW,314 BLAIR Ave NW,,CRANBROOK,,,,,5c74b92c520a02ca
-115.7640237,49.5202613,625,INDUSTRIAL ROAD 1,INDUSTRIAL ROAD 1, , ,625 INDUSTRIAL ROAD 1  ,,CRANBROOK,,,,,03d4c1ec757c8e39
-115.7646693,49.5363651,347,MISSION Cres,MISSION,Cres, ,347 MISSION Cres  ,,CRANBROOK,,,,,818738f548b6d204
-115.757885,49.539647,110,THE WHINS,THE WHINS, , ,110 THE WHINS  ,,CRANBROOK,,,,,f99023e3fdc75897
-115.7580873,49.5396106,112,THE WHINS,THE WHINS, , ,112 THE WHINS  ,,CRANBROOK,,,,,78582a7b8e11d1d2
-115.7993395,49.5812112,116,RIVER DRIVE,RIVER DRIVE, , ,116 RIVER DRIVE  ,,CRANBROOK,,,,,dc46ce176af75527
-115.7597169,49.5393133,128,THE WHINS,THE WHINS, , ,128 THE WHINS  ,,CRANBROOK,,,,,6b83a26730b654d9
-115.7606923,49.5382007,173,THE WHINS,THE WHINS, , ,173 THE WHINS  ,,CRANBROOK,,,,,f7837797bfb0ca16
-115.7415407,49.5299088,1900,KOKANEE Place N,KOKANEE,Place,N,1900 KOKANEE Place N,,CRANBROOK,,,,,f7e34a8657a0d287
-115.7342004,49.5312105,2111,34TH Ave N,34TH,Ave,N,2111 34TH Ave N,,CRANBROOK,,,,,47112905ca9c14c3
-115.7352983,49.525636,3309,MT FISHER Drive,MT FISHER,Drive, ,3309 MT FISHER Drive  ,,CRANBROOK,,,,,7e514546612f3c99
-115.7294337,49.5270209,1613,MT ROYAL PEAK,MT ROYAL PEAK, , ,1613 MT ROYAL PEAK  ,,CRANBROOK,,,,,94924d331b9aace6
-115.7374998,49.5261482,1601,MT PYRAMID Cres,MT PYRAMID,Cres, ,1601 MT PYRAMID Cres  ,,CRANBROOK,,,,,6c3b07ac10e230fb
-115.7354805,49.5262101,1656,MT PYRAMID Cres,MT PYRAMID,Cres, ,1656 MT PYRAMID Cres  ,,CRANBROOK,,,,,580277d6f587802f
-115.7384815,49.5256767,3009,MT FISHER Drive N,MT FISHER,Drive,N,3009 MT FISHER Drive N,,CRANBROOK,,,,,c491602d9de63e7f
-115.7477278,49.5247704,1401,WILLOWBROOK Drive N,WILLOWBROOK,Drive,N,1401 WILLOWBROOK Drive N,34,CRANBROOK,,,,,d9a08b4cfe3241ef
-115.7336102,49.5286206,1701,MT NELSON Cres N,MT NELSON,Cres,N,1701 MT NELSON Cres N,,CRANBROOK,,,,,31adf895dac5ba8e
-115.737605,49.5278492,3020,MT ROYAL Drive N,MT ROYAL,Drive,N,3020 MT ROYAL Drive N,,CRANBROOK,,,,,fdc448e2baa050de
-115.7451397,49.5281817,2025,KOKANEE Drive,KOKANEE,Drive, ,2025 KOKANEE Drive  ,17,CRANBROOK,,,,,35209556e31d1248
-115.746028,49.5285015,2025,KOKANEE Drive,KOKANEE,Drive, ,2025 KOKANEE Drive  ,20,CRANBROOK,,,,,82379c2971817475
-115.7439154,49.5296935,2025,KOKANEE Drive N,KOKANEE,Drive,N,2025 KOKANEE Drive N,34,CRANBROOK,,,,,60861b179ef34244
-115.7420005,49.5299591,2816,KOKANEE Drive N,KOKANEE,Drive,N,2816 KOKANEE Drive N,,CRANBROOK,,,,,9d028d9899b04d61
-115.7796732,49.5095979,412,COBHAM Ave W,COBHAM,Ave,W,412 COBHAM Ave W,,CRANBROOK,,,,,1be009f72b91c7cf
-115.768814,49.5175398,418,3RD Street NW,3RD,Street,NW,418 3RD Street NW,,CRANBROOK,,,,,b6da2fb5abca6099
-115.7684219,49.5186617,407,BRIAR Ave NW,BRIAR,Ave,NW,407 BRIAR Ave NW,,CRANBROOK,,,,,689016a9f0a227a5
-115.7670029,49.5267287,1139,INDUSTRIAL ROAD 3,INDUSTRIAL ROAD 3, , ,1139 INDUSTRIAL ROAD 3  ,,CRANBROOK,,,,,d7d2cb686dafad3c
-115.7599107,49.5318783,325,INDUSTRIAL ROAD F,INDUSTRIAL ROAD F, , ,325 INDUSTRIAL ROAD F  ,,CRANBROOK,,,,,356377cf706c6517
-115.7524417,49.5369834,2201,THEATRE Road,THEATRE,Road, ,2201 THEATRE Road  ,,CRANBROOK,,,,,2e8fc854a7fc7bad
-115.7633465,49.5363726,319,MISSION Cres,MISSION,Cres, ,319 MISSION Cres  ,,CRANBROOK,,,,,1e3c5849751cc8f5
